1,61,4,1
1,97,2,1
1,218,3,1
1,297,3,1
1,341,4,2
1,345,2,1
1,430,4,1
1,461,3,2
1,462,3,2
1,590,1,2
1,594,2,1
1,642,1,1
1,719,3,1
1,744,1,2
1,790,4,1
1,824,1,1
1,871,2,1
1,931,1,1
1,976,3,1
1,1060,3,1
1,1096,1,1
1,1125,1,1
1,1134,1,1
1,1150,3,2
1,1184,1,1
1,1220,1,1
1,1248,2,2
1,1265,1,2
1,1284,1,2
1,1344,1,2
1,1367,1,2
1,1368,1,2
1,1371,1,2
1,1535,3,2
1,1541,1,2
1,1599,2,1
1,1750,1,2
1,1819,1,2
1,1878,2,1
1,1892,1,2
1,1902,1,2
1,1903,1,2
1,1928,1,2
1,1950,1,2
1,1976,1,2
2,10,1,2
2,55,1,1
2,77,1,1
2,172,1,2
2,253,3,1
2,259,1,1
2,451,1,2
2,462,3,2
2,522,2,1
2,796,5,1
2,838,4,1
2,928,2,1
2,967,3,2
2,1079,1,1
2,1091,1,2
2,1153,1,2
2,1199,2,1
2,1218,3,1
2,1242,3,2
2,1250,5,2
2,1268,1,2
2,1284,1,2
2,1335,1,2
2,1342,1,2
2,1347,1,2
2,1390,1,2
2,1404,1,2
2,1417,4,2
2,1430,1,2
2,1436,1,2
2,1486,4,1
2,1495,1,1
2,1537,3,1
2,1630,1,1
2,1682,5,1
2,1717,1,1
2,1743,1,1
2,1749,1,2
2,1750,1,2
2,1760,1,2
2,1768,1,1
2,1847,4,2
2,1875,4,1
2,1907,1,2
2,1910,1,2
3,43,4,2
3,50,4,2
3,122,4,1
3,169,5,1
3,191,2,1
3,277,1,1
3,383,1,2
3,426,1,1
3,451,4,2
3,642,4,1
3,688,4,2
3,689,4,2
3,773,5,1
3,800,1,1
3,851,2,1
3,946,4,1
3,1110,1,2
3,1196,4,1
3,1223,3,1
3,1256,3,2
3,1267,1,2
3,1310,4,2
3,1311,4,2
3,1317,5,2
3,1348,4,2
3,1349,1,2
3,1351,2,2
3,1408,1,2
3,1436,1,2
3,1532,5,1
3,1638,1,1
3,1672,2,1
3,1680,1,1
3,1792,3,1
3,1813,4,1
3,1821,5,1
3,1846,1,1
3,1877,1,1
3,1883,4,2
3,1886,1,1
3,1893,4,2
3,1910,5,2
3,1973,4,1
3,1992,5,1
3,1994,4,1
4,20,3,2
4,82,5,1
4,267,1,2
4,289,1,1
4,374,4,2
4,387,5,1
4,469,5,2
4,568,4,1
4,583,4,1
4,688,2,2
4,689,3,2
4,691,3,2
4,735,3,1
4,784,3,1
4,1019,2,1
4,1061,5,1
4,1103,5,1
4,1155,1,2
