1,218,267,3
1,430,1371,1
1,717,462,3
1,824,1110,1
1,976,1344,1
1,1134,1367,1
1,1599,1903,1
2,55,10,1
2,259,1907,1
2,796,172,1
2,1079,1250,2
2,1478,1111,1
2,1630,1284,1
2,1743,1344,1
2,1875,1417,2
3,169,1964,1
3,426,383,1
3,851,1346,2
3,1223,1309,1
3,1680,1361,4
3,1821,1310,2
3,1973,1348,4
4,82,1251,1
4,421,267,1
4,713,1906,1
4,1030,1360,1
4,1478,1951,2
4,1651,689,3
4,1737,1564,1
4,1840,1276,1
5,49,1001,4
5,152,898,2
5,350,807,1
5,548,1329,2
5,650,406,1
5,897,1383,1
5,1588,1422,2
6,21,649,5
6,130,1824,5
6,255,419,3
6,584,610,5
6,692,1382,5
6,833,1383,4
6,1620,572,3
6,1867,460,5
7,170,1247,2
7,445,1760,2
7,852,1291,1
7,1013,620,3
7,1080,171,1
7,1684,1242,1
7,1812,1241,3
8,2,1666,1
8,352,1428,2
8,480,1911,1
8,604,1422,1
8,962,606,3
8,1642,254,4
8,1764,1044,1
8,1862,456,1
9,185,381,4
9,379,1366,3
9,872,461,4
9,1105,1535,3
9,1195,1347,4
9,1685,1469,1
9,1734,1109,2
10,9,1377,1
10,120,633,1
10,380,455,1
10,686,1353,1
10,908,6,1
10,1023,1260,4
10,1665,658,1
10,1785,155,2
11,249,1434,2
11,841,250,1
11,1051,1371,3
11,1212,1884,1
11,1496,744,1
11,1594,967,1
11,1871,1455,1
12,24,1244,1
12,210,8,3
12,390,146,4
12,562,154,3
12,797,902,1
12,924,1302,4
12,1050,749,1
12,1826,1844,1
13,182,1346,1
13,602,1953,1
13,1013,1283,4
13,1108,998,1
13,1227,1884,1
13,1585,1540,3
13,1827,1454,4
14,1,1389,4
14,118,1331,4
14,475,1443,1
14,645,1261,1
14,700,1410,2
14,866,1411,1
14,1016,656,3
14,1706,648,3
15,179,340,1
15,547,1904,2
15,862,1277,3
15,1193,13,2
15,1586,1900,1
15,1800,1109,2
15,1921,1402,1
16,76,461,4
16,175,1292,4
16,588,452,4
16,763,1392,4
16,1085,1090,5
16,1625,698,3
16,1726,1274,3
16,1879,454,3
17,305,1328,2
17,410,1958,2
17,563,1437,4
17,624,1287,3
17,696,1837,2
17,853,1471,1
17,1492,1352,4
18,82,1523,3
18,258,1847,4
18,514,691,2
18,875,11,4
18,1184,1986,2
18,1236,1335,4
18,1623,341,4
18,1849,1576,2
19,86,194,2
19,152,385,1
19,279,1453,1
19,485,954,2
19,759,777,4
19,900,1824,2
19,1052,516,2
20,63,958,4
20,206,1298,1
20,405,1303,4
20,626,610,1
20,848,1055,1
20,985,1410,3
20,1101,656,3
20,1864,1452,1
21,501,38,1
21,709,50,3
21,1047,1847,2
21,1473,1890,2
21,1656,1930,4
21,1814,1903,2
21,1887,1281,2
22,21,1272,2
22,229,1957,1
22,368,449,2
22,640,1703,1
22,785,1301,1
22,1114,1913,1
22,1636,1175,1
22,1860,1341,1
23,296,1419,2
